query_id,doctor_id,rating,total_reviews,experience_years,consultation_fee,distance_km,is_available,accepts_insurance,hospital_type_encoded,avg_consultation_minutes,fee_within_budget,relevance
565,DOC0031,4.3,428,29,950,8.41,1,1,1,10,0,8
565,DOC0049,3.4,755,27,850,14.77,0,1,1,13,0,5
565,DOC0082,3.9,329,25,400,15.89,1,0,2,20,0,5
565,DOC0097,3.9,510,12,250,10.48,1,1,0,21,0,6
565,DOC0108,3.9,355,27,800,5.02,0,0,1,23,0,6
565,DOC0127,4.5,751,5,850,9.25,1,0,1,12,0,6
565,DOC0146,4.2,675,7,950,10.73,1,1,1,12,0,6
566,DOC0008,4.6,782,11,400,9.19,1,1,0,16,0,8
566,DOC0022,3.6,711,5,500,3.74,1,0,0,20,0,5
566,DOC0039,4.1,429,17,1650,10.74,1,0,1,8,0,7
566,DOC0058,4.3,303,9,1600,5.48,1,1,1,24,0,8
566,DOC0067,4.5,295,24,1750,11.03,1,1,1,13,0,9
566,DOC0090,4.0,684,32,950,6.26,1,1,2,12,0,9
566,DOC0116,4.1,480,28,1750,12.77,1,1,1,14,0,8
566,DOC0134,3.3,158,25,1650,12.69,0,0,1,22,0,3
567,DOC0030,3.6,655,14,350,7.3,1,1,0,15,1,9
567,DOC0048,4.1,656,10,800,5.77,1,0,1,12,1,9
567,DOC0073,3.6,541,23,950,11.12,1,0,1,21,1,9
567,DOC0085,3.8,613,31,500,9.88,1,1,2,12,1,9
567,DOC0092,3.9,214,4,250,6.26,1,0,0,22,1,8
567,DOC0115,4.4,98,17,850,12.71,1,1,1,10,1,9
567,DOC0128,3.9,479,27,950,14.1,1,0,1,10,1,9
568,DOC0004,4.0,697,25,150,8.07,1,1,0,17,1,9
568,DOC0019,4.4,262,6,150,7.01,1,1,0,23,1,9
568,DOC0034,3.9,392,3,900,8.64,1,1,1,18,0,5
568,DOC0066,4.3,468,11,900,6.92,0,1,1,9,0,7
568,DOC0077,3.7,685,18,550,11.12,0,1,2,18,0,6
568,DOC0093,3.8,598,4,350,5.95,1,0,0,25,1,7
568,DOC0132,3.7,64,15,950,10.31,1,1,1,19,0,6
568,DOC0144,3.9,46,10,950,5.59,1,0,1,19,0,5
569,DOC0007,4.4,600,28,250,12.48,1,1,0,18,1,9
569,DOC0023,3.9,753,5,250,5.79,1,1,0,16,1,9
569,DOC0038,3.5,708,29,1000,14.44,1,0,1,14,1,8
569,DOC0070,3.8,693,30,900,15.7,1,0,1,22,1,7
569,DOC0083,4.5,425,12,550,3.32,1,1,2,9,1,9
569,DOC0099,4.2,690,19,300,5.95,1,1,0,25,1,9
569,DOC0109,4.4,63,19,900,17.45,1,1,1,22,1,8
569,DOC0125,3.7,147,30,850,16.37,1,1,1,13,1,7
569,DOC0139,4.4,680,7,950,6.03,1,1,1,20,1,9
570,DOC0031,4.3,428,29,950,7.65,1,1,1,10,1,9
570,DOC0049,3.4,755,27,850,10.38,0,1,1,13,1,8
570,DOC0082,3.9,329,25,400,11.2,1,0,2,20,1,9
570,DOC0097,3.9,510,12,250,5.86,1,1,0,21,1,9
570,DOC0108,3.9,355,27,800,7.6,0,0,1,23,1,8
570,DOC0127,4.5,751,5,850,9.31,1,0,1,12,1,9
570,DOC0146,4.2,675,7,950,6.36,1,1,1,12,1,9
571,DOC0025,3.6,576,31,550,12.2,1,1,0,24,1,9
571,DOC0050,3.5,97,15,2600,10.89,1,1,1,15,0,6
571,DOC0089,4.1,45,29,1300,15.49,1,0,2,25,0,5
571,DOC0106,3.8,517,11,2450,11.96,1,1,1,21,0,6
571,DOC0141,3.6,140,26,2400,7.71,1,1,1,16,0,6
572,DOC0007,4.4,600,28,250,14.3,1,1,0,18,1,9
572,DOC0023,3.9,753,5,250,8.12,1,1,0,16,1,8
572,DOC0038,3.5,708,29,1000,2.61,1,0,1,14,1,9
572,DOC0070,3.8,693,30,900,2.58,1,0,1,22,1,9
572,DOC0083,4.5,425,12,550,12.73,1,1,2,9,1,9
572,DOC0099,4.2,690,19,300,7.69,1,1,0,25,1,9
572,DOC0109,4.4,63,19,900,4.13,1,1,1,22,1,9
572,DOC0125,3.7,147,30,850,4.04,1,1,1,13,1,9
572,DOC0139,4.4,680,7,950,10.95,1,1,1,20,1,9
573,DOC0001,4.0,738,19,400,27.53,1,0,0,15,0,6
573,DOC0026,3.8,138,31,300,19.34,1,0,0,25,0,4
573,DOC0043,4.3,743,5,1200,11.26,1,1,1,21,0,6
573,DOC0060,4.0,607,6,1350,27.39,1,0,1,23,0,4
573,DOC0063,4.3,725,10,1200,13.29,1,0,1,17,0,6
573,DOC0091,4.1,474,22,350,19.51,1,1,0,15,0,7
573,DOC0130,3.6,667,22,1300,9.38,1,1,1,15,0,7
573,DOC0138,4.7,96,11,1300,23.99,1,1,1,20,0,6
574,DOC0025,3.6,576,31,550,3.56,1,1,0,24,1,9
574,DOC0050,3.5,97,15,2600,8.24,1,1,1,15,0,6
574,DOC0089,4.1,45,29,1300,1.22,1,0,2,25,0,8
574,DOC0106,3.8,517,11,2450,15.63,1,1,1,21,0,5
574,DOC0141,3.6,140,26,2400,7.86,1,1,1,16,0,6
575,DOC0053,3.9,108,17,850,23.8,1,1,1,22,1,8
575,DOC0068,4.1,113,16,900,15.41,1,1,1,21,1,9
575,DOC0103,3.7,130,19,200,16.06,1,1,0,25,1,8
575,DOC0110,4.2,41,12,800,15.72,1,1,1,13,1,8
575,DOC0149,4.5,49,24,900,21.48,0,1,1,16,1,9
576,DOC0007,4.4,600,28,250,8.99,1,1,0,18,1,9
576,DOC0023,3.9,753,5,250,3.81,1,1,0,16,1,9
576,DOC0038,3.5,708,29,1000,9.95,1,0,1,14,1,9
576,DOC0070,3.8,693,30,900,10.03,1,0,1,22,1,9
576,DOC0083,4.5,425,12,550,7.01,1,1,2,9,1,9
576,DOC0099,4.2,690,19,300,2.77,1,1,0,25,1,9
576,DOC0109,4.4,63,19,900,11.77,1,1,1,22,1,9
576,DOC0125,3.7,147,30,850,11.89,1,1,1,13,1,9
576,DOC0139,4.4,680,7,950,2.93,1,1,1,20,1,9
577,DOC0007,4.4,600,28,250,9.25,1,1,0,18,1,9
577,DOC0023,3.9,753,5,250,11.16,1,1,0,16,1,8
577,DOC0038,3.5,708,29,1000,9.53,1,0,1,14,1,9
577,DOC0070,3.8,693,30,900,5.81,1,0,1,22,1,9
577,DOC0083,4.5,425,12,550,15.48,1,1,2,9,1,9
577,DOC0099,4.2,690,19,300,10.16,1,1,0,25,1,9
577,DOC0109,4.4,63,19,900,6.66,1,1,1,22,1,9
577,DOC0125,3.7,147,30,850,10.58,1,1,1,13,1,9
577,DOC0139,4.4,680,7,950,9.61,1,1,1,20,1,9
578,DOC0015,4.3,707,32,300,14.95,1,0,0,22,1,9
578,DOC0027,3.5,72,9,300,2.67,0,0,0,21,1,7
578,DOC0033,4.2,640,22,850,6.84,1,0,1,11,0,8
578,DOC0080,3.8,644,8,400,6.15,1,0,2,15,1,8
578,DOC0104,3.6,643,30,300,3.38,1,0,0,16,1,9
578,DOC0124,3.3,534,27,800,8.62,1,0,1,13,0,5
578,DOC0140,4.3,607,14,850,8.85,0,1,1,19,0,6
579,DOC0002,4.2,304,25,150,25.67,1,1,0,18,1,9
579,DOC0018,3.9,163,9,200,16.19,1,1,0,16,1,7
579,DOC0041,4.4,581,22,550,8.96,1,0,1,13,1,9
579,DOC0055,4.1,757,20,350,24.5,1,1,1,25,1,9
579,DOC0071,4.2,314,23,450,12.12,1,1,1,23,1,9
579,DOC0081,4.4,314,17,200,19.37,1,1,2,13,1,9
579,DOC0105,3.5,165,3,100,16.51,1,0,0,8,1,5
579,DOC0117,4.0,681,6,550,11.81,1,1,1,15,1,8
579,DOC0126,3.4,481,5,600,7.41,1,1,1,8,1,6
580,DOC0010,4.5,586,17,600,15.13,1,1,0,8,0,8
580,DOC0021,3.7,618,21,650,6.18,1,1,0,24,0,8
580,DOC0044,4.7,618,29,2050,2.49,1,1,1,8,0,9
580,DOC0088,3.6,290,28,1050,10.52,1,1,2,22,0,7
580,DOC0096,3.6,545,18,550,6.1,1,1,0,22,0,8
580,DOC0112,4.0,377,23,2000,6.84,1,0,1,12,0,8
580,DOC0129,3.8,144,19,2050,4.42,0,1,1,21,0,6
580,DOC0150,4.0,677,18,2200,10.54,1,1,1,23,0,8
581,DOC0053,3.9,108,17,850,10.46,1,1,1,22,1,9
581,DOC0068,4.1,113,16,900,7.53,1,1,1,21,1,9
581,DOC0103,3.7,130,19,200,8.06,1,1,0,25,1,9
581,DOC0110,4.2,41,12,800,8.85,1,1,1,13,1,9
581,DOC0149,4.5,49,24,900,6.53,0,1,1,16,1,9
582,DOC0075,4.3,515,29,900,13.5,1,1,1,25,1,9
582,DOC0094,4.0,303,28,400,4.24,1,0,0,12,1,9
582,DOC0120,3.8,152,23,950,15.25,1,1,1,10,1,8
582,DOC0121,3.4,776,12,950,14.72,1,1,1,9,1,8
583,DOC0075,4.3,515,29,900,12.82,1,1,1,25,0,8
583,DOC0094,4.0,303,28,400,5.42,1,0,0,12,0,8
583,DOC0120,3.8,152,23,950,14.51,1,1,1,10,0,6
583,DOC0121,3.4,776,12,950,15.01,1,1,1,9,0,4
584,DOC0030,3.6,655,14,350,4.42,1,1,0,15,1,9
584,DOC0048,4.1,656,10,800,8.92,1,0,1,12,1,9
584,DOC0073,3.6,541,23,950,7.36,1,0,1,21,1,9
584,DOC0085,3.8,613,31,500,8.74,1,1,2,12,1,9
584,DOC0092,3.9,214,4,250,3.4,1,0,0,22,1,8
584,DOC0115,4.4,98,17,850,9.1,1,1,1,10,1,9
584,DOC0128,3.9,479,27,950,9.49,1,0,1,10,1,9
585,DOC0004,4.0,697,25,150,13.67,1,1,0,17,1,9
585,DOC0019,4.4,262,6,150,6.31,1,1,0,23,1,9
585,DOC0034,3.9,392,3,900,3.17,1,1,1,18,0,6
585,DOC0066,4.3,468,11,900,4.29,0,1,1,9,0,7
585,DOC0077,3.7,685,18,550,10.91,0,1,2,18,0,6
585,DOC0093,3.8,598,4,350,5.92,1,0,0,25,0,5
585,DOC0132,3.7,64,15,950,5.04,1,1,1,19,0,7
585,DOC0144,3.9,46,10,950,9.6,1,0,1,19,0,4
586,DOC0015,4.3,707,32,300,10.8,1,0,0,22,1,9
586,DOC0027,3.5,72,9,300,7.89,0,0,0,21,1,6
586,DOC0033,4.2,640,22,850,16.24,1,0,1,11,1,8
586,DOC0080,3.8,644,8,400,6.17,1,0,2,15,1,9
586,DOC0104,3.6,643,30,300,7.71,1,0,0,16,1,9
586,DOC0124,3.3,534,27,800,18.2,1,0,1,13,1,6
586,DOC0140,4.3,607,14,850,5.39,0,1,1,19,1,9
587,DOC0012,4.6,176,29,300,14.3,1,1,0,13,1,9
587,DOC0029,3.6,150,4,350,1.92,0,0,0,19,1,7
587,DOC0040,3.9,144,4,900,7.26,1,1,1,22,1,7
587,DOC0056,4.0,434,5,800,10.4,1,1,1,17,1,9
587,DOC0074,4.1,91,9,1000,9.72,1,0,1,21,1,8
587,DOC0076,3.7,470,13,550,5.69,0,1,2,22,1,9
587,DOC0101,3.9,776,5,150,2.65,1,1,0,12,1,9
587,DOC0135,4.2,279,32,850,9.1,0,1,1,14,1,9
587,DOC0142,4.2,95,9,800,8.12,1,1,1,22,1,9
588,DOC0010,4.5,586,17,600,12.78,1,1,0,8,0,9
588,DOC0021,3.7,618,21,650,0.51,1,1,0,24,0,9
588,DOC0044,4.7,618,29,2050,9.17,1,1,1,8,0,9
588,DOC0088,3.6,290,28,1050,4.2,1,1,2,22,0,8
588,DOC0096,3.6,545,18,550,1.35,1,1,0,22,0,9
588,DOC0112,4.0,377,23,2000,12.64,1,0,1,12,0,7
588,DOC0129,3.8,144,19,2050,11.09,0,1,1,21,0,5
588,DOC0150,4.0,677,18,2200,6.23,1,1,1,23,0,9
589,DOC0006,4.6,675,17,450,8.89,1,1,0,15,1,9
589,DOC0016,3.4,239,10,400,14.12,1,1,0,23,1,7
589,DOC0036,4.6,331,12,1650,12.68,1,1,1,21,0,8
589,DOC0052,4.3,744,23,1800,15.13,1,0,1,13,0,6
589,DOC0064,4.4,290,5,1700,8.65,1,1,1,14,0,6
589,DOC0087,4.0,97,26,950,18.21,0,1,2,15,0,5
589,DOC0102,3.9,382,24,400,13.07,1,1,0,21,1,9
589,DOC0118,3.9,416,14,1800,9.06,1,0,1,18,0,5
589,DOC0123,3.8,259,17,1700,13.56,1,1,1,17,0,7
589,DOC0147,4.4,746,19,1600,11.44,1,0,1,24,0,7
590,DOC0013,4.8,334,3,200,10.4,1,0,0,15,1,9
590,DOC0024,3.6,29,32,350,8.72,1,0,0,11,1,8
590,DOC0057,3.8,333,16,950,12.74,1,0,1,11,0,6
590,DOC0079,4.0,77,17,400,13.26,1,0,2,19,1,9
590,DOC0119,3.6,278,5,850,5.45,1,1,1,12,0,6
590,DOC0131,3.7,389,21,850,8.19,0,1,1,24,0,6
591,DOC0007,4.4,600,28,250,8.57,1,1,0,18,1,9
591,DOC0023,3.9,753,5,250,5.01,1,1,0,16,1,9
591,DOC0038,3.5,708,29,1000,8.79,1,0,1,14,1,9
591,DOC0070,3.8,693,30,900,8.17,1,0,1,22,1,9
591,DOC0083,4.5,425,12,550,8.93,1,1,2,9,1,9
591,DOC0099,4.2,690,19,300,3.91,1,1,0,25,1,9
591,DOC0109,4.4,63,19,900,9.87,1,1,1,22,1,9
591,DOC0125,3.7,147,30,850,10.65,1,1,1,13,1,9
591,DOC0139,4.4,680,7,950,4.12,1,1,1,20,1,9
592,DOC0025,3.6,576,31,550,9.46,1,1,0,24,1,9
592,DOC0050,3.5,97,15,2600,7.04,1,1,1,15,0,6
592,DOC0089,4.1,45,29,1300,12.07,1,0,2,25,1,8
592,DOC0106,3.8,517,11,2450,13.1,1,1,1,21,0,6
592,DOC0141,3.6,140,26,2400,3.99,1,1,1,16,0,7
593,DOC0004,4.0,697,25,150,10.35,1,1,0,17,1,9
593,DOC0019,4.4,262,6,150,8.83,1,1,0,23,1,9
593,DOC0034,3.9,392,3,900,17.05,1,1,1,18,0,4
593,DOC0066,4.3,468,11,900,17.42,0,1,1,9,0,5
593,DOC0077,3.7,685,18,550,7.27,0,1,2,18,0,6
593,DOC0093,3.8,598,4,350,8.57,1,0,0,25,1,6
593,DOC0132,3.7,64,15,950,19.01,1,1,1,19,0,5
593,DOC0144,3.9,46,10,950,5.59,1,0,1,19,0,5
594,DOC0002,4.2,304,25,150,7.92,1,1,0,18,1,9
594,DOC0018,3.9,163,9,200,8.46,1,1,0,16,1,8
594,DOC0041,4.4,581,22,550,9.0,1,0,1,13,1,9
594,DOC0055,4.1,757,20,350,10.75,1,1,1,25,1,9
594,DOC0071,4.2,314,23,450,6.52,1,1,1,23,1,9
594,DOC0081,4.4,314,17,200,12.6,1,1,2,13,1,9
594,DOC0105,3.5,165,3,100,7.41,1,0,0,8,1,6
594,DOC0117,4.0,681,6,550,7.93,1,1,1,15,1,9
594,DOC0126,3.4,481,5,600,10.49,1,1,1,8,1,7
595,DOC0001,4.0,738,19,400,16.31,1,0,0,15,1,9
595,DOC0026,3.8,138,31,300,4.33,1,0,0,25,1,9
595,DOC0043,4.3,743,5,1200,11.49,1,1,1,21,1,8
595,DOC0060,4.0,607,6,1350,10.0,1,0,1,23,1,7
595,DOC0063,4.3,725,10,1200,14.21,1,0,1,17,1,8
595,DOC0091,4.1,474,22,350,5.38,1,1,0,15,1,9
595,DOC0130,3.6,667,22,1300,13.19,1,1,1,15,1,9
595,DOC0138,4.7,96,11,1300,9.51,1,1,1,20,1,9
596,DOC0005,4.5,706,23,350,12.54,1,0,0,10,1,9
596,DOC0020,3.6,485,3,250,1.13,1,0,0,25,1,9
596,DOC0042,4.0,661,27,950,9.79,1,0,1,22,0,7
596,DOC0059,4.4,300,14,800,7.56,0,1,1,9,0,6
596,DOC0072,4.5,584,25,800,11.43,0,1,1,21,0,8
596,DOC0084,4.0,244,22,550,3.79,1,1,2,16,0,9
596,DOC0111,3.6,100,30,800,13.16,1,1,1,17,0,6
596,DOC0122,3.8,205,15,800,11.71,1,1,1,13,0,7
596,DOC0143,4.8,748,25,750,5.88,1,0,1,13,0,9
597,DOC0001,4.0,738,19,400,20.6,1,0,0,15,1,9
597,DOC0026,3.8,138,31,300,11.22,1,0,0,25,1,8
597,DOC0043,4.3,743,5,1200,3.94,1,1,1,21,1,9
597,DOC0060,4.0,607,6,1350,19.4,1,0,1,23,1,6
597,DOC0063,4.3,725,10,1200,7.83,1,0,1,17,1,8
597,DOC0091,4.1,474,22,350,11.44,1,1,0,15,1,9
597,DOC0130,3.6,667,22,1300,2.92,1,1,1,15,1,9
597,DOC0138,4.7,96,11,1300,16.21,1,1,1,20,1,8
598,DOC0053,3.9,108,17,850,20.02,1,1,1,22,0,5
598,DOC0068,4.1,113,16,900,4.1,1,1,1,21,0,8
598,DOC0103,3.7,130,19,200,13.05,1,1,0,25,1,9
598,DOC0110,4.2,41,12,800,2.93,1,1,1,13,1,9
598,DOC0149,4.5,49,24,900,16.16,0,1,1,16,0,6
599,DOC0008,4.6,782,11,400,12.16,1,1,0,16,1,9
599,DOC0022,3.6,711,5,500,1.69,1,0,0,20,1,8
599,DOC0039,4.1,429,17,1650,7.37,1,0,1,8,0,7
599,DOC0058,4.3,303,9,1600,9.09,1,1,1,24,0,7
599,DOC0067,4.5,295,24,1750,8.78,1,1,1,13,0,9
599,DOC0090,4.0,684,32,950,6.35,1,1,2,12,0,9
599,DOC0116,4.1,480,28,1750,10.51,1,1,1,14,0,8
599,DOC0134,3.3,158,25,1650,9.32,0,0,1,22,0,3
600,DOC0025,3.6,576,31,550,9.04,1,1,0,24,1,9
600,DOC0050,3.5,97,15,2600,4.11,1,1,1,15,0,7
600,DOC0089,4.1,45,29,1300,10.46,1,0,2,25,1,8
600,DOC0106,3.8,517,11,2450,15.45,1,1,1,21,0,5
600,DOC0141,3.6,140,26,2400,2.68,1,1,1,16,0,8
601,DOC0010,4.5,586,17,600,4.31,1,1,0,8,0,9
601,DOC0021,3.7,618,21,650,10.82,1,1,0,24,0,7
601,DOC0044,4.7,618,29,2050,12.86,1,1,1,8,0,9
601,DOC0088,3.6,290,28,1050,14.15,1,1,2,22,0,7
601,DOC0096,3.6,545,18,550,9.7,1,1,0,22,0,7
601,DOC0112,4.0,377,23,2000,11.36,1,0,1,12,0,7
601,DOC0129,3.8,144,19,2050,14.35,0,1,1,21,0,5
601,DOC0150,4.0,677,18,2200,6.5,1,1,1,23,0,9
602,DOC0031,4.3,428,29,950,12.12,1,1,1,10,1,9
602,DOC0049,3.4,755,27,850,10.79,0,1,1,13,1,7
602,DOC0082,3.9,329,25,400,2.93,1,0,2,20,1,9
602,DOC0097,3.9,510,12,250,6.42,1,1,0,21,1,9
602,DOC0108,3.9,355,27,800,16.63,0,0,1,23,1,6
602,DOC0127,4.5,751,5,850,13.75,1,0,1,12,1,8
602,DOC0146,4.2,675,7,950,10.51,1,1,1,12,1,8
603,DOC0012,4.6,176,29,300,19.12,1,1,0,13,0,7
603,DOC0029,3.6,150,4,350,16.35,0,0,0,19,0,1
603,DOC0040,3.9,144,4,900,8.68,1,1,1,22,0,4
603,DOC0056,4.0,434,5,800,22.1,1,1,1,17,0,5
603,DOC0074,4.1,91,9,1000,6.03,1,0,1,21,0,6
603,DOC0076,3.7,470,13,550,20.97,0,1,2,22,0,4
603,DOC0101,3.9,776,5,150,15.85,1,1,0,12,1,6
603,DOC0135,4.2,279,32,850,7.64,0,1,1,14,0,7
603,DOC0142,4.2,95,9,800,18.1,1,1,1,22,0,5
604,DOC0004,4.0,697,25,150,2.88,1,1,0,17,1,9
604,DOC0019,4.4,262,6,150,10.3,1,1,0,23,1,9
604,DOC0034,3.9,392,3,900,13.84,1,1,1,18,1,7
604,DOC0066,4.3,468,11,900,11.68,0,1,1,9,1,8
604,DOC0077,3.7,685,18,550,13.04,0,1,2,18,1,9
604,DOC0093,3.8,598,4,350,9.22,1,0,0,25,1,7
604,DOC0132,3.7,64,15,950,15.49,1,1,1,19,1,7
604,DOC0144,3.9,46,10,950,4.98,1,0,1,19,1,7
605,DOC0012,4.6,176,29,300,13.72,1,1,0,13,1,9
605,DOC0029,3.6,150,4,350,4.59,0,0,0,19,1,6
605,DOC0040,3.9,144,4,900,4.19,1,1,1,22,1,8
605,DOC0056,4.0,434,5,800,12.1,1,1,1,17,1,9
605,DOC0074,4.1,91,9,1000,6.15,1,0,1,21,1,9
605,DOC0076,3.7,470,13,550,9.11,0,1,2,22,1,8
605,DOC0101,3.9,776,5,150,4.38,1,1,0,12,1,9
605,DOC0135,4.2,279,32,850,6.15,0,1,1,14,1,9
605,DOC0142,4.2,95,9,800,8.82,1,1,1,22,1,9
606,DOC0025,3.6,576,31,550,8.03,1,1,0,24,0,7
606,DOC0050,3.5,97,15,2600,15.93,1,1,1,15,0,5
606,DOC0089,4.1,45,29,1300,12.11,1,0,2,25,0,6
606,DOC0106,3.8,517,11,2450,6.58,1,1,1,21,0,7
606,DOC0141,3.6,140,26,2400,12.63,1,1,1,16,0,6
607,DOC0015,4.3,707,32,300,15.08,1,0,0,22,1,9
607,DOC0027,3.5,72,9,300,13.73,0,0,0,21,1,6
607,DOC0033,4.2,640,22,850,7.78,1,0,1,11,1,9
607,DOC0080,3.8,644,8,400,18.41,1,0,2,15,1,7
607,DOC0104,3.6,643,30,300,13.04,1,0,0,16,1,9
607,DOC0124,3.3,534,27,800,7.68,1,0,1,13,1,8
607,DOC0140,4.3,607,14,850,14.48,0,1,1,19,1,9
608,DOC0002,4.2,304,25,150,18.75,1,1,0,18,1,9
608,DOC0018,3.9,163,9,200,10.42,1,1,0,16,1,8
608,DOC0041,4.4,581,22,550,18.52,1,0,1,13,1,9
608,DOC0055,4.1,757,20,350,10.38,1,1,1,25,1,9
608,DOC0071,4.2,314,23,450,20.84,1,1,1,23,1,9
608,DOC0081,4.4,314,17,200,5.75,1,1,2,13,1,9
608,DOC0105,3.5,165,3,100,11.12,1,0,0,8,1,6
608,DOC0117,4.0,681,6,550,22.54,1,1,1,15,1,8
608,DOC0126,3.4,481,5,600,20.27,1,1,1,8,1,6
609,DOC0030,3.6,655,14,350,6.25,1,1,0,15,1,9
609,DOC0048,4.1,656,10,800,10.17,1,0,1,12,1,9
609,DOC0073,3.6,541,23,950,6.06,1,0,1,21,1,9
609,DOC0085,3.8,613,31,500,10.63,1,1,2,12,1,9
609,DOC0092,3.9,214,4,250,5.26,1,0,0,22,1,8
609,DOC0115,4.4,98,17,850,7.73,1,1,1,10,1,9
609,DOC0128,3.9,479,27,950,9.07,1,0,1,10,1,9
610,DOC0010,4.5,586,17,600,15.09,1,1,0,8,1,9
610,DOC0021,3.7,618,21,650,3.36,1,1,0,24,1,9
610,DOC0044,4.7,618,29,2050,11.18,1,1,1,8,0,9
610,DOC0088,3.6,290,28,1050,1.86,1,1,2,22,0,9
610,DOC0096,3.6,545,18,550,4.33,1,1,0,22,1,9
610,DOC0112,4.0,377,23,2000,15.25,1,0,1,12,0,6
610,DOC0129,3.8,144,19,2050,12.97,0,1,1,21,0,5
610,DOC0150,4.0,677,18,2200,8.29,1,1,1,23,0,8
611,DOC0001,4.0,738,19,400,12.71,1,0,0,15,1,9
611,DOC0026,3.8,138,31,300,6.33,1,0,0,25,1,9
611,DOC0043,4.3,743,5,1200,4.03,1,1,1,21,1,9
611,DOC0060,4.0,607,6,1350,12.64,1,0,1,23,1,8
611,DOC0063,4.3,725,10,1200,4.11,1,0,1,17,1,9
611,DOC0091,4.1,474,22,350,5.77,1,1,0,15,1,9
611,DOC0130,3.6,667,22,1300,5.82,1,1,1,15,1,9
611,DOC0138,4.7,96,11,1300,8.92,1,1,1,20,1,9
612,DOC0003,4.4,407,22,200,18.02,0,1,0,17,1,9
612,DOC0035,4.0,587,19,850,15.03,0,1,1,21,1,8
612,DOC0054,4.2,206,3,900,10.45,1,0,1,19,1,7
612,DOC0061,3.7,251,10,800,17.71,1,0,1,20,1,6
612,DOC0100,4.1,445,29,250,8.42,1,1,0,18,1,9
612,DOC0137,4.2,456,13,900,11.28,1,0,1,22,1,8
613,DOC0011,4.6,484,27,300,5.31,0,1,0,16,1,9
613,DOC0028,3.7,584,8,350,8.27,1,0,0,25,1,7
613,DOC0037,4.4,773,24,800,11.44,1,1,1,10,0,8
613,DOC0046,3.9,408,8,750,8.02,1,1,1,22,0,6
613,DOC0065,4.6,629,29,800,9.56,1,1,1,17,0,9
613,DOC0078,4.3,652,30,500,11.57,0,1,2,17,1,9
613,DOC0095,3.9,351,7,150,7.16,0,1,0,16,1,7
613,DOC0113,4.1,525,7,950,11.04,1,1,1,22,0,6
613,DOC0148,4.5,649,7,900,4.22,1,1,1,24,0,8
614,DOC0053,3.9,108,17,850,12.95,1,1,1,22,1,9
614,DOC0068,4.1,113,16,900,12.26,1,1,1,21,1,9
614,DOC0103,3.7,130,19,200,6.11,1,1,0,25,1,9
614,DOC0110,4.2,41,12,800,13.7,1,1,1,13,1,9
614,DOC0149,4.5,49,24,900,11.41,0,1,1,16,1,9
615,DOC0012,4.6,176,29,300,8.31,1,1,0,13,1,9
615,DOC0029,3.6,150,4,350,8.05,0,0,0,19,1,5
615,DOC0040,3.9,144,4,900,15.7,1,1,1,22,1,6
615,DOC0056,4.0,434,5,800,0.55,1,1,1,17,1,9
615,DOC0074,4.1,91,9,1000,15.65,1,0,1,21,1,7
615,DOC0076,3.7,470,13,550,7.76,0,1,2,22,1,8
615,DOC0101,3.9,776,5,150,7.53,1,1,0,12,1,8
615,DOC0135,4.2,279,32,850,17.65,0,1,1,14,1,9
615,DOC0142,4.2,95,9,800,3.51,1,1,1,22,1,9
616,DOC0001,4.0,738,19,400,17.33,1,0,0,15,1,9
616,DOC0026,3.8,138,31,300,4.85,1,0,0,25,1,9
616,DOC0043,4.3,743,5,1200,7.11,1,1,1,21,1,8
616,DOC0060,4.0,607,6,1350,13.19,1,0,1,23,0,5
616,DOC0063,4.3,725,10,1200,10.71,1,0,1,17,1,8
616,DOC0091,4.1,474,22,350,5.71,1,1,0,15,1,9
616,DOC0130,3.6,667,22,1300,8.57,1,1,1,15,0,7
616,DOC0138,4.7,96,11,1300,11.17,1,1,1,20,0,7
617,DOC0015,4.3,707,32,300,6.99,1,0,0,22,0,8
617,DOC0027,3.5,72,9,300,7.9,0,0,0,21,0,3
617,DOC0033,4.2,640,22,850,9.73,1,0,1,11,0,7
617,DOC0080,3.8,644,8,400,11.78,1,0,2,15,0,5
617,DOC0104,3.6,643,30,300,6.81,1,0,0,16,0,7
617,DOC0124,3.3,534,27,800,11.35,1,0,1,13,0,5
617,DOC0140,4.3,607,14,850,5.45,0,1,1,19,0,7
618,DOC0005,4.5,706,23,350,12.58,1,0,0,10,1,9
618,DOC0020,3.6,485,3,250,5.49,1,0,0,25,1,8
618,DOC0042,4.0,661,27,950,14.14,1,0,1,22,0,7
618,DOC0059,4.4,300,14,800,4.96,0,1,1,9,1,9
618,DOC0072,4.5,584,25,800,15.47,0,1,1,21,1,9
618,DOC0084,4.0,244,22,550,3.02,1,1,2,16,1,9
618,DOC0111,3.6,100,30,800,17.22,1,1,1,17,1,7
618,DOC0122,3.8,205,15,800,16.07,1,1,1,13,1,8
618,DOC0143,4.8,748,25,750,6.05,1,0,1,13,1,9
619,DOC0053,3.9,108,17,850,9.49,1,1,1,22,1,8
619,DOC0068,4.1,113,16,900,8.63,1,1,1,21,1,9
619,DOC0103,3.7,130,19,200,1.54,1,1,0,25,1,9
619,DOC0110,4.2,41,12,800,10.35,1,1,1,13,1,8
619,DOC0149,4.5,49,24,900,6.67,0,1,1,16,1,9
620,DOC0005,4.5,706,23,350,17.68,1,0,0,10,1,9
