date,hospital,hour_of_day,day_of_week,is_weekend,is_monday,month,patients_in_queue,avg_consultation_minutes,actual_wait_minutes,queue_position,doctor_experience_years,doctor_specialization_encoded
2024-02-22,Hamidia Hospital,17,3,0,0,2,9,14.29,144.82,7,13,6
2024-02-22,Bansal Hospital,9,3,0,0,2,25,17.5,442.18,21,24,9
2024-02-22,Bansal Hospital,10,3,0,0,2,31,20.41,763.1,10,8,3
2024-02-22,Bansal Hospital,11,3,0,0,2,13,13.48,235.75,11,15,16
2024-02-22,Bansal Hospital,12,3,0,0,2,12,21.99,214.64,10,24,10
2024-02-22,Bansal Hospital,13,3,0,0,2,8,16.93,153.47,3,3,18
2024-02-22,Bansal Hospital,14,3,0,0,2,9,13.83,101.83,6,26,12
2024-02-22,Bansal Hospital,15,3,0,0,2,10,17.42,121.4,1,28,6
2024-02-22,Bansal Hospital,16,3,0,0,2,24,19.27,565.15,16,29,0
2024-02-22,Bansal Hospital,17,3,0,0,2,11,15.58,208.77,3,11,6
2024-02-22,Chirayu Medical College,9,3,0,0,2,21,19.64,371.15,18,14,12
2024-02-22,Chirayu Medical College,10,3,0,0,2,22,15.17,298.51,1,11,2
2024-02-22,Chirayu Medical College,11,3,0,0,2,15,27.0,444.4,15,4,13
2024-02-22,Chirayu Medical College,12,3,0,0,2,11,13.46,161.54,4,20,15
2024-02-22,Chirayu Medical College,13,3,0,0,2,11,20.02,242.3,1,17,2
2024-02-22,Chirayu Medical College,14,3,0,0,2,14,10.22,160.15,7,10,4
2024-02-22,Chirayu Medical College,15,3,0,0,2,12,18.14,176.38,2,13,10
2024-02-22,Chirayu Medical College,16,3,0,0,2,20,17.25,333.15,1,10,9
2024-02-22,Chirayu Medical College,17,3,0,0,2,9,15.0,148.97,6,15,15
2024-02-22,People's Hospital,9,3,0,0,2,22,9.27,267.23,10,22,2
2024-02-22,People's Hospital,10,3,0,0,2,24,9.37,248.66,12,14,9
2024-02-22,People's Hospital,11,3,0,0,2,27,20.35,328.67,9,18,3
2024-02-22,People's Hospital,12,3,0,0,2,12,16.58,173.06,7,3,3
2024-02-22,People's Hospital,13,3,0,0,2,6,8.55,45.38,5,6,1
2024-02-22,People's Hospital,14,3,0,0,2,9,23.68,228.81,7,20,7
2024-02-22,People's Hospital,15,3,0,0,2,11,11.95,138.02,2,18,5
2024-02-22,People's Hospital,16,3,0,0,2,27,10.01,263.37,17,6,11
2024-02-22,People's Hospital,17,3,0,0,2,22,19.19,492.8,4,13,1
2024-02-22,Bhopal Memorial Hospital,9,3,0,0,2,22,19.11,471.15,14,17,3
2024-02-22,Bhopal Memorial Hospital,10,3,0,0,2,19,20.96,439.98,11,5,1
2024-02-22,Bhopal Memorial Hospital,11,3,0,0,2,22,11.84,309.49,9,18,9
2024-02-22,Bhopal Memorial Hospital,12,3,0,0,2,14,15.78,194.93,12,9,0
2024-02-22,Bhopal Memorial Hospital,13,3,0,0,2,5,12.68,60.18,5,30,16
2024-02-22,Bhopal Memorial Hospital,14,3,0,0,2,13,9.11,130.52,10,11,15
2024-02-22,Bhopal Memorial Hospital,15,3,0,0,2,8,16.45,163.98,6,9,6
2024-02-22,Bhopal Memorial Hospital,16,3,0,0,2,26,19.04,645.13,15,11,13
2024-02-22,Bhopal Memorial Hospital,17,3,0,0,2,20,12.91,269.44,12,21,2
2024-02-23,AIIMS Bhopal,9,4,0,0,2,24,15.13,402.65,16,3,1
2024-02-23,AIIMS Bhopal,10,4,0,0,2,11,19.03,203.96,7,6,9
2024-02-23,AIIMS Bhopal,11,4,0,0,2,23,14.37,319.93,3,28,3
2024-02-23,AIIMS Bhopal,12,4,0,0,2,9,10.64,103.0,8,6,8
2024-02-23,AIIMS Bhopal,13,4,0,0,2,6,20.79,129.24,5,10,17
2024-02-23,AIIMS Bhopal,14,4,0,0,2,17,20.77,399.38,9,21,0
2024-02-23,AIIMS Bhopal,15,4,0,0,2,18,15.06,458.71,3,13,5
2024-02-23,AIIMS Bhopal,16,4,0,0,2,11,14.81,207.52,1,28,18
2024-02-23,AIIMS Bhopal,17,4,0,0,2,17,11.73,156.59,16,15,19
2024-02-23,Hamidia Hospital,9,4,0,0,2,24,20.7,487.56,21,5,6
2024-02-23,Hamidia Hospital,10,4,0,0,2,28,9.87,231.24,27,16,12
2024-02-23,Hamidia Hospital,11,4,0,0,2,32,15.0,435.42,25,6,4
2024-02-23,Hamidia Hospital,12,4,0,0,2,14,5.17,75.73,8,18,18
2024-02-23,Hamidia Hospital,13,4,0,0,2,11,15.08,228.48,6,16,5
2024-02-23,Hamidia Hospital,14,4,0,0,2,9,14.15,61.01,5,21,18
2024-02-23,Hamidia Hospital,15,4,0,0,2,11,19.35,211.55,1,5,8
2024-02-23,Hamidia Hospital,16,4,0,0,2,16,20.77,246.08,5,3,6
2024-02-23,Hamidia Hospital,17,4,0,0,2,22,19.22,452.42,18,30,5
2024-02-23,Bansal Hospital,9,4,0,0,2,11,16.14,183.87,3,24,0
2024-02-23,Bansal Hospital,10,4,0,0,2,20,22.65,570.69,18,28,2
2024-02-23,Bansal Hospital,11,4,0,0,2,19,10.76,250.93,19,19,19
2024-02-23,Bansal Hospital,12,4,0,0,2,24,20.22,373.55,15,7,3
2024-02-23,Bansal Hospital,13,4,0,0,2,7,25.13,162.4,6,29,17
2024-02-23,Bansal Hospital,14,4,0,0,2,16,7.73,78.23,1,29,2
2024-02-23,Bansal Hospital,15,4,0,0,2,25,22.63,460.96,10,20,4
2024-02-23,Bansal Hospital,16,4,0,0,2,16,15.22,190.17,12,19,16
2024-02-23,Bansal Hospital,17,4,0,0,2,15,11.11,151.18,9,14,14
2024-02-23,Chirayu Medical College,9,4,0,0,2,8,13.62,107.03,1,11,17
2024-02-23,Chirayu Medical College,10,4,0,0,2,11,11.93,142.53,11,5,5
2024-02-23,Chirayu Medical College,11,4,0,0,2,18,13.77,262.12,13,5,2
2024-02-23,Chirayu Medical College,12,4,0,0,2,13,10.3,131.79,10,11,5
2024-02-23,Chirayu Medical College,13,4,0,0,2,14,10.59,135.36,8,26,12
2024-02-23,Chirayu Medical College,14,4,0,0,2,16,14.34,216.88,2,21,11
2024-02-23,Chirayu Medical College,15,4,0,0,2,15,14.29,182.11,13,5,18
2024-02-23,Chirayu Medical College,16,4,0,0,2,27,18.21,559.1,16,20,7
2024-02-23,Chirayu Medical College,17,4,0,0,2,13,9.03,120.12,13,25,17
2024-02-23,People's Hospital,9,4,0,0,2,25,16.04,527.69,12,6,14
2024-02-23,People's Hospital,10,4,0,0,2,26,17.38,569.3,20,16,9
2024-02-23,People's Hospital,11,4,0,0,2,26,12.75,364.87,9,22,13
2024-02-23,People's Hospital,12,4,0,0,2,8,14.53,143.94,3,5,14
2024-02-23,People's Hospital,13,4,0,0,2,5,17.08,98.12,4,7,5
2024-02-23,People's Hospital,14,4,0,0,2,13,12.38,149.41,11,16,8
2024-02-23,People's Hospital,15,4,0,0,2,25,14.9,371.93,19,28,7
2024-02-23,People's Hospital,16,4,0,0,2,20,10.18,192.8,17,10,19
2024-02-23,People's Hospital,17,4,0,0,2,9,16.59,138.21,5,15,15
2024-02-23,Bhopal Memorial Hospital,9,4,0,0,2,12,21.68,254.98,8,22,18
2024-02-23,Bhopal Memorial Hospital,10,4,0,0,2,13,10.02,146.83,2,5,9
2024-02-23,Bhopal Memorial Hospital,11,4,0,0,2,13,16.67,296.18,10,27,7
2024-02-23,Bhopal Memorial Hospital,12,4,0,0,2,19,8.75,83.02,6,29,6
2024-02-23,Bhopal Memorial Hospital,13,4,0,0,2,14,17.16,261.09,12,16,0
2024-02-23,Bhopal Memorial Hospital,14,4,0,0,2,12,16.17,221.13,5,13,17
2024-02-23,Bhopal Memorial Hospital,15,4,0,0,2,24,17.98,474.94,23,3,5
2024-02-23,Bhopal Memorial Hospital,16,4,0,0,2,24,17.69,386.49,10,18,4
2024-02-23,Bhopal Memorial Hospital,17,4,0,0,2,16,16.28,277.17,11,23,1
2024-02-24,AIIMS Bhopal,9,5,1,0,2,8,13.95,94.77,7,15,2
2024-02-24,AIIMS Bhopal,10,5,1,0,2,16,15.16,186.8,3,27,16
2024-02-24,AIIMS Bhopal,11,5,1,0,2,9,13.35,89.4,9,23,1
2024-02-24,AIIMS Bhopal,12,5,1,0,2,15,6.56,87.44,1,30,12
2024-02-24,AIIMS Bhopal,13,5,1,0,2,9,16.12,131.0,5,5,14
2024-02-24,AIIMS Bhopal,14,5,1,0,2,6,8.35,60.15,1,28,7
2024-02-24,AIIMS Bhopal,15,5,1,0,2,10,8.56,58.87,7,11,17
2024-02-24,AIIMS Bhopal,16,5,1,0,2,15,11.3,141.33,13,10,18
2024-02-24,AIIMS Bhopal,17,5,1,0,2,12,13.33,121.85,5,19,12
2024-02-24,Hamidia Hospital,9,5,1,0,2,10,11.98,75.24,6,13,18
2024-02-24,Hamidia Hospital,10,5,1,0,2,11,22.15,232.06,1,6,3
2024-02-24,Hamidia Hospital,11,5,1,0,2,9,13.96,88.29,1,30,15
2024-02-24,Hamidia Hospital,12,5,1,0,2,11,15.21,244.17,1,14,3
2024-02-24,Hamidia Hospital,13,5,1,0,2,4,10.86,44.9,1,10,19
2024-02-24,Hamidia Hospital,14,5,1,0,2,10,15.09,112.46,7,9,13
2024-02-24,Hamidia Hospital,15,5,1,0,2,10,15.1,233.4,3,6,16
2024-02-24,Hamidia Hospital,16,5,1,0,2,11,12.46,169.86,7,18,0
2024-02-24,Hamidia Hospital,17,5,1,0,2,5,20.77,108.57,5,12,4
2024-02-24,Bansal Hospital,9,5,1,0,2,10,9.82,93.33,3,4,9
2024-02-24,Bansal Hospital,10,5,1,0,2,15,21.06,315.05,5,28,17
2024-02-24,Bansal Hospital,11,5,1,0,2,15,11.26,183.5,6,28,13
2024-02-24,Bansal Hospital,12,5,1,0,2,9,18.9,223.68,5,13,13
2024-02-24,Bansal Hospital,13,5,1,0,2,7,10.68,75.78,5,3,18
2024-02-24,Bansal Hospital,14,5,1,0,2,9,15.7,117.51,6,10,6
2024-02-24,Bansal Hospital,15,5,1,0,2,14,15.33,204.84,3,10,11
2024-02-24,Bansal Hospital,16,5,1,0,2,11,17.47,117.36,3,30,5
2024-02-24,Bansal Hospital,17,5,1,0,2,12,13.29,182.05,2,15,10
2024-02-24,Chirayu Medical College,9,5,1,0,2,11,15.18,177.93,11,16,5
2024-02-24,Chirayu Medical College,10,5,1,0,2,9,16.69,161.91,3,27,14
2024-02-24,Chirayu Medical College,11,5,1,0,2,15,19.45,276.95,11,18,9
2024-02-24,Chirayu Medical College,12,5,1,0,2,12,17.32,234.87,2,15,0
2024-02-24,Chirayu Medical College,13,5,1,0,2,4,17.86,76.95,1,5,11
2024-02-24,Chirayu Medical College,14,5,1,0,2,9,16.21,125.56,9,23,12
2024-02-24,Chirayu Medical College,15,5,1,0,2,5,23.66,120.28,5,3,3
2024-02-24,Chirayu Medical College,16,5,1,0,2,16,5.38,60.28,16,25,15
2024-02-24,Chirayu Medical College,17,5,1,0,2,15,20.66,400.79,3,21,19
2024-02-24,People's Hospital,9,5,1,0,2,11,8.41,103.67,1,28,8
2024-02-24,People's Hospital,10,5,1,0,2,16,19.21,380.79,9,30,5
2024-02-24,People's Hospital,11,5,1,0,2,15,20.75,357.65,15,8,1
2024-02-24,People's Hospital,12,5,1,0,2,8,12.16,94.79,8,13,7
2024-02-24,People's Hospital,13,5,1,0,2,8,11.98,116.94,7,30,17
2024-02-24,People's Hospital,14,5,1,0,2,3,11.39,35.72,3,8,11
2024-02-24,People's Hospital,15,5,1,0,2,9,17.35,149.92,3,6,17
2024-02-24,People's Hospital,16,5,1,0,2,11,6.79,73.99,6,28,8
2024-02-24,People's Hospital,17,5,1,0,2,5,24.43,133.7,3,12,11
2024-02-24,Bhopal Memorial Hospital,9,5,1,0,2,10,12.9,109.86,3,30,6
2024-02-24,Bhopal Memorial Hospital,10,5,1,0,2,7,22.36,204.97,2,25,14
2024-02-24,Bhopal Memorial Hospital,11,5,1,0,2,13,15.68,148.0,12,26,15
2024-02-24,Bhopal Memorial Hospital,12,5,1,0,2,6,6.8,46.17,4,27,6
2024-02-24,Bhopal Memorial Hospital,13,5,1,0,2,6,12.05,54.44,6,26,5
2024-02-24,Bhopal Memorial Hospital,14,5,1,0,2,9,16.26,163.06,9,20,12
2024-02-24,Bhopal Memorial Hospital,15,5,1,0,2,7,18.62,79.92,3,25,0
2024-02-24,Bhopal Memorial Hospital,16,5,1,0,2,19,22.19,482.48,13,10,1
2024-02-24,Bhopal Memorial Hospital,17,5,1,0,2,9,12.3,138.31,1,15,19
2024-02-25,AIIMS Bhopal,9,6,1,0,2,9,12.72,140.09,3,11,19
2024-02-25,AIIMS Bhopal,10,6,1,0,2,11,13.59,168.37,5,3,1
2024-02-25,AIIMS Bhopal,11,6,1,0,2,7,8.69,59.04,4,17,15
2024-02-25,AIIMS Bhopal,12,6,1,0,2,14,13.02,259.32,14,16,11
2024-02-25,AIIMS Bhopal,13,6,1,0,2,4,14.45,66.5,3,11,8
2024-02-25,AIIMS Bhopal,14,6,1,0,2,8,19.65,169.99,6,25,2
2024-02-25,AIIMS Bhopal,15,6,1,0,2,13,12.76,151.93,12,28,17
2024-02-25,AIIMS Bhopal,16,6,1,0,2,7,21.06,151.81,7,28,10
2024-02-25,AIIMS Bhopal,17,6,1,0,2,9,13.73,113.6,9,17,16
2024-02-25,Hamidia Hospital,9,6,1,0,2,14,10.68,97.92,12,15,19
2024-02-25,Hamidia Hospital,10,6,1,0,2,15,19.89,292.86,13,7,19
2024-02-25,Hamidia Hospital,11,6,1,0,2,6,10.99,101.9,4,21,4
2024-02-25,Hamidia Hospital,12,6,1,0,2,13,21.06,337.8,11,7,8
2024-02-25,Hamidia Hospital,13,6,1,0,2,8,15.8,172.19,7,25,8
2024-02-25,Hamidia Hospital,14,6,1,0,2,4,14.03,80.31,2,21,14
2024-02-25,Hamidia Hospital,15,6,1,0,2,7,12.08,82.85,7,6,4
2024-02-25,Hamidia Hospital,16,6,1,0,2,7,20.85,141.98,4,3,12
2024-02-25,Hamidia Hospital,17,6,1,0,2,7,19.85,126.52,2,19,16
2024-02-25,Bansal Hospital,9,6,1,0,2,5,13.78,51.83,2,8,4
2024-02-25,Bansal Hospital,10,6,1,0,2,7,16.92,121.7,2,10,5
2024-02-25,Bansal Hospital,11,6,1,0,2,5,21.1,108.82,4,17,13
2024-02-25,Bansal Hospital,12,6,1,0,2,12,21.6,334.22,9,29,19
2024-02-25,Bansal Hospital,13,6,1,0,2,10,20.26,173.11,7,6,0
2024-02-25,Bansal Hospital,14,6,1,0,2,10,17.9,193.99,6,15,2
2024-02-25,Bansal Hospital,15,6,1,0,2,10,20.95,234.9,9,12,10
2024-02-25,Bansal Hospital,16,6,1,0,2,11,13.93,143.26,9,27,1
2024-02-25,Bansal Hospital,17,6,1,0,2,13,13.85,242.09,13,30,17
2024-02-25,Chirayu Medical College,9,6,1,0,2,7,16.17,131.48,7,21,10
2024-02-25,Chirayu Medical College,10,6,1,0,2,7,17.6,126.75,7,3,14
2024-02-25,Chirayu Medical College,11,6,1,0,2,15,15.29,227.41,14,29,8
2024-02-25,Chirayu Medical College,12,6,1,0,2,10,20.09,185.19,8,29,2
2024-02-25,Chirayu Medical College,13,6,1,0,2,7,21.07,153.0,4,16,12
2024-02-25,Chirayu Medical College,14,6,1,0,2,8,14.82,127.75,7,14,9
2024-02-25,Chirayu Medical College,15,6,1,0,2,6,13.41,56.17,2,12,0
2024-02-25,Chirayu Medical College,16,6,1,0,2,16,13.22,206.5,9,27,19
2024-02-25,Chirayu Medical College,17,6,1,0,2,13,20.34,283.42,6,27,17
2024-02-25,People's Hospital,9,6,1,0,2,8,10.44,92.49,5,20,4
2024-02-25,People's Hospital,10,6,1,0,2,15,9.94,140.86,10,15,5
2024-02-25,People's Hospital,11,6,1,0,2,15,9.51,111.54,9,10,17
2024-02-25,People's Hospital,12,6,1,0,2,12,10.47,114.81,11,21,3
2024-02-25,People's Hospital,13,6,1,0,2,9,9.05,76.92,8,28,19
2024-02-25,People's Hospital,14,6,1,0,2,4,12.47,57.12,4,8,11
2024-02-25,People's Hospital,15,6,1,0,2,13,17.89,182.38,7,3,19
2024-02-25,People's Hospital,16,6,1,0,2,11,21.71,320.5,3,16,11
2024-02-25,People's Hospital,17,6,1,0,2,13,18.3,183.35,10,20,5
2024-02-25,Bhopal Memorial Hospital,9,6,1,0,2,12,25.99,327.74,9,30,0
2024-02-25,Bhopal Memorial Hospital,10,6,1,0,2,14,23.72,268.89,13,17,11
2024-02-25,Bhopal Memorial Hospital,11,6,1,0,2,13,5.0,62.71,2,17,15
2024-02-25,Bhopal Memorial Hospital,12,6,1,0,2,13,14.56,205.19,12,7,15
2024-02-25,Bhopal Memorial Hospital,13,6,1,0,2,7,13.08,99.3,1,6,17
2024-02-25,Bhopal Memorial Hospital,14,6,1,0,2,10,16.08,171.93,10,15,4
2024-02-25,Bhopal Memorial Hospital,15,6,1,0,2,12,14.76,198.08,10,18,10
2024-02-25,Bhopal Memorial Hospital,16,6,1,0,2,18,11.28,179.78,9,26,11
2024-02-25,Bhopal Memorial Hospital,17,6,1,0,2,9,16.63,142.59,9,14,9
2024-02-26,AIIMS Bhopal,9,0,0,1,2,26,7.44,199.72,11,16,16
2024-02-26,AIIMS Bhopal,10,0,0,1,2,20,20.25,407.0,5,30,11
2024-02-26,AIIMS Bhopal,11,0,0,1,2,41,18.05,536.26,2,26,1
2024-02-26,AIIMS Bhopal,12,0,0,1,2,14,13.1,164.33,12,13,13
2024-02-26,AIIMS Bhopal,13,0,0,1,2,15,19.22,268.85,4,29,4
2024-02-26,AIIMS Bhopal,14,0,0,1,2,15,17.59,215.28,3,19,5
2024-02-26,AIIMS Bhopal,15,0,0,1,2,35,8.59,219.99,18,3,1
2024-02-26,AIIMS Bhopal,16,0,0,1,2,18,9.21,170.22,17,8,5
2024-02-26,AIIMS Bhopal,17,0,0,1,2,22,14.39,270.65,5,16,2
2024-02-26,Hamidia Hospital,9,0,0,1,2,28,19.67,501.29,26,27,11
2024-02-26,Hamidia Hospital,10,0,0,1,2,14,13.62,192.16,6,20,1
2024-02-26,Hamidia Hospital,11,0,0,1,2,18,17.87,363.11,1,22,5
2024-02-26,Hamidia Hospital,12,0,0,1,2,30,16.45,462.32,27,24,2
2024-02-26,Hamidia Hospital,13,0,0,1,2,17,15.64,286.04,2,26,11
2024-02-26,Hamidia Hospital,14,0,0,1,2,14,22.53,274.32,8,4,18
2024-02-26,Hamidia Hospital,15,0,0,1,2,16,15.32,257.19,3,28,13
2024-02-26,Hamidia Hospital,16,0,0,1,2,32,14.84,466.53,31,11,2
2024-02-26,Hamidia Hospital,17,0,0,1,2,33,11.91,362.42,21,25,9
2024-02-26,Bansal Hospital,9,0,0,1,2,21,15.82,298.26,19,19,14
2024-02-26,Bansal Hospital,10,0,0,1,2,37,10.65,337.23,27,14,4
2024-02-26,Bansal Hospital,11,0,0,1,2,28,14.18,485.32,4,16,2
2024-02-26,Bansal Hospital,12,0,0,1,2,33,24.83,616.42,13,28,9
2024-02-26,Bansal Hospital,13,0,0,1,2,24,22.48,654.86,24,27,2
2024-02-26,Bansal Hospital,14,0,0,1,2,8,14.94,126.8,6,27,17
2024-02-26,Bansal Hospital,15,0,0,1,2,28,15.45,486.74,15,12,6
2024-02-26,Bansal Hospital,16,0,0,1,2,33,10.49,378.39,16,13,4
2024-02-26,Bansal Hospital,17,0,0,1,2,29,10.99,306.6,9,20,13
2024-02-26,Chirayu Medical College,9,0,0,1,2,12,14.87,139.58,10,20,7
2024-02-26,Chirayu Medical College,10,0,0,1,2,28,22.16,439.03,17,9,17
2024-02-26,Chirayu Medical College,11,0,0,1,2,29,18.43,515.53,8,15,9
2024-02-26,Chirayu Medical College,12,0,0,1,2,28,19.29,471.62,11,13,1
2024-02-26,Chirayu Medical College,13,0,0,1,2,21,18.7,228.41,2,15,11
2024-02-26,Chirayu Medical College,14,0,0,1,2,21,12.28,224.99,12,15,5
2024-02-26,Chirayu Medical College,15,0,0,1,2,19,9.06,150.17,1,22,1
2024-02-26,Chirayu Medical College,16,0,0,1,2,45,22.96,861.08,21,6,1
2024-02-26,Chirayu Medical College,17,0,0,1,2,32,12.63,353.68,2,24,19
2024-02-26,People's Hospital,9,0,0,1,2,15,16.41,231.69,2,6,14
2024-02-26,People's Hospital,10,0,0,1,2,42,16.67,677.46,2,7,10
2024-02-26,People's Hospital,11,0,0,1,2,29,13.77,316.13,13,4,5
2024-02-26,People's Hospital,12,0,0,1,2,18,12.28,187.37,12,10,10
2024-02-26,People's Hospital,13,0,0,1,2,15,14.47,199.91,3,3,2
2024-02-26,People's Hospital,14,0,0,1,2,11,18.55,284.06,10,14,1
2024-02-26,People's Hospital,15,0,0,1,2,11,17.27,223.11,1,5,10
2024-02-26,People's Hospital,16,0,0,1,2,19,10.84,276.14,6,14,18
2024-02-26,People's Hospital,17,0,0,1,2,22,7.17,182.19,11,4,14
2024-02-26,Bhopal Memorial Hospital,9,0,0,1,2,23,22.3,565.93,4,27,14
2024-02-26,Bhopal Memorial Hospital,10,0,0,1,2,24,17.5,342.26,18,4,11
2024-02-26,Bhopal Memorial Hospital,11,0,0,1,2,33,9.53,205.1,5,4,0
2024-02-26,Bhopal Memorial Hospital,12,0,0,1,2,28,13.58,491.52,7,12,0
2024-02-26,Bhopal Memorial Hospital,13,0,0,1,2,13,13.06,128.29,1,11,11
2024-02-26,Bhopal Memorial Hospital,14,0,0,1,2,11,22.59,209.55,7,4,16
2024-02-26,Bhopal Memorial Hospital,15,0,0,1,2,23,19.6,495.21,21,22,3
2024-02-26,Bhopal Memorial Hospital,16,0,0,1,2,27,18.62,497.26,20,22,5
2024-02-26,Bhopal Memorial Hospital,17,0,0,1,2,35,10.72,473.28,16,14,18
2024-02-27,AIIMS Bhopal,9,1,0,0,2,18,17.29,358.2,3,4,1
2024-02-27,AIIMS Bhopal,10,1,0,0,2,27,20.06,509.83,19,3,0
2024-02-27,AIIMS Bhopal,11,1,0,0,2,26,6.37,131.34,18,4,2
2024-02-27,AIIMS Bhopal,12,1,0,0,2,25,11.74,334.69,9,4,7
2024-02-27,AIIMS Bhopal,13,1,0,0,2,16,8.84,141.2,5,25,6
2024-02-27,AIIMS Bhopal,14,1,0,0,2,9,12.01,100.49,6,30,7
2024-02-27,AIIMS Bhopal,15,1,0,0,2,8,19.65,157.81,7,27,5
2024-02-27,AIIMS Bhopal,16,1,0,0,2,23,13.68,353.52,21,14,0
2024-02-27,AIIMS Bhopal,17,1,0,0,2,10,5.0,51.24,6,11,4
2024-02-27,Hamidia Hospital,9,1,0,0,2,20,15.77,342.58,18,11,5
2024-02-27,Hamidia Hospital,10,1,0,0,2,11,10.91,94.6,10,25,4
2024-02-27,Hamidia Hospital,11,1,0,0,2,19,15.84,250.87,4,5,0
2024-02-27,Hamidia Hospital,12,1,0,0,2,9,9.82,77.42,7,29,1
2024-02-27,Hamidia Hospital,13,1,0,0,2,13,15.2,253.92,9,20,13
2024-02-27,Hamidia Hospital,14,1,0,0,2,16,14.99,247.81,4,5,12
2024-02-27,Hamidia Hospital,15,1,0,0,2,20,8.32,186.74,20,3,9
2024-02-27,Hamidia Hospital,16,1,0,0,2,23,23.75,481.19,15,13,18
2024-02-27,Hamidia Hospital,17,1,0,0,2,25,16.24,307.63,11,30,18
2024-02-27,Bansal Hospital,9,1,0,0,2,13,19.57,290.19,10,27,13
2024-02-27,Bansal Hospital,10,1,0,0,2,22,15.61,361.84,8,16,5
2024-02-27,Bansal Hospital,11,1,0,0,2,10,16.65,154.36,6,14,16
2024-02-27,Bansal Hospital,12,1,0,0,2,13,18.93,271.84,8,3,19
2024-02-27,Bansal Hospital,13,1,0,0,2,8,19.34,154.95,2,28,11
2024-02-27,Bansal Hospital,14,1,0,0,2,9,16.02,191.74,1,8,6
2024-02-27,Bansal Hospital,15,1,0,0,2,21,14.26,264.78,21,28,19
2024-02-27,Bansal Hospital,16,1,0,0,2,16,22.94,432.95,4,19,18
2024-02-27,Bansal Hospital,17,1,0,0,2,23,13.96,224.77,19,6,13
2024-02-27,Chirayu Medical College,9,1,0,0,2,11,15.68,132.06,4,20,11
2024-02-27,Chirayu Medical College,10,1,0,0,2,23,13.43,301.01,19,13,18
2024-02-27,Chirayu Medical College,11,1,0,0,2,28,13.35,295.3,23,25,3
2024-02-27,Chirayu Medical College,12,1,0,0,2,20,13.87,271.59,2,27,10
2024-02-27,Chirayu Medical College,13,1,0,0,2,10,8.25,86.21,10,30,6
2024-02-27,Chirayu Medical College,14,1,0,0,2,7,11.29,74.52,2,19,18
2024-02-27,Chirayu Medical College,15,1,0,0,2,23,20.82,376.56,9,13,9
2024-02-27,Chirayu Medical College,16,1,0,0,2,11,7.78,38.65,3,8,15
2024-02-27,Chirayu Medical College,17,1,0,0,2,13,17.5,227.74,4,22,9
2024-02-27,People's Hospital,9,1,0,0,2,25,21.36,709.39,8,7,4
2024-02-27,People's Hospital,10,1,0,0,2,11,14.96,191.09,8,11,6
2024-02-27,People's Hospital,11,1,0,0,2,15,22.06,270.97,12,6,2
2024-02-27,People's Hospital,12,1,0,0,2,21,24.88,479.89,19,22,6
2024-02-27,People's Hospital,13,1,0,0,2,5,11.97,42.55,1,7,1
2024-02-27,People's Hospital,14,1,0,0,2,9,18.19,160.21,3,10,4
2024-02-27,People's Hospital,15,1,0,0,2,12,14.03,129.69,3,25,3
2024-02-27,People's Hospital,16,1,0,0,2,19,13.17,273.7,5,19,2
2024-02-27,People's Hospital,17,1,0,0,2,21,14.36,317.75,9,15,6
2024-02-27,Bhopal Memorial Hospital,9,1,0,0,2,8,11.91,62.91,6,25,19
2024-02-27,Bhopal Memorial Hospital,10,1,0,0,2,19,18.95,329.25,15,14,12
2024-02-27,Bhopal Memorial Hospital,11,1,0,0,2,14,12.82,162.99,13,5,0
2024-02-27,Bhopal Memorial Hospital,12,1,0,0,2,13,16.73,216.4,11,29,2
2024-02-27,Bhopal Memorial Hospital,13,1,0,0,2,16,12.6,278.49,2,30,5
2024-02-27,Bhopal Memorial Hospital,14,1,0,0,2,16,16.91,397.91,1,11,7
2024-02-27,Bhopal Memorial Hospital,15,1,0,0,2,25,15.64,364.85,13,15,5
2024-02-27,Bhopal Memorial Hospital,16,1,0,0,2,15,8.44,107.92,4,6,13
2024-02-27,Bhopal Memorial Hospital,17,1,0,0,2,23,16.35,378.32,13,20,11
2024-02-28,AIIMS Bhopal,9,2,0,0,2,21,19.74,262.73,15,27,1
2024-02-28,AIIMS Bhopal,10,2,0,0,2,26,15.41,480.3,5,5,18
2024-02-28,AIIMS Bhopal,11,2,0,0,2,31,16.27,414.12,2,12,18
2024-02-28,AIIMS Bhopal,12,2,0,0,2,17,16.26,181.31,10,23,1
2024-02-28,AIIMS Bhopal,13,2,0,0,2,15,18.89,271.18,4,24,9
2024-02-28,AIIMS Bhopal,14,2,0,0,2,9,13.94,93.67,6,3,9
2024-02-28,AIIMS Bhopal,15,2,0,0,2,20,16.29,362.47,6,15,4
2024-02-28,AIIMS Bhopal,16,2,0,0,2,27,16.48,414.81,10,7,8
2024-02-28,AIIMS Bhopal,17,2,0,0,2,14,16.32,162.58,14,26,10
2024-02-28,Hamidia Hospital,9,2,0,0,2,25,13.94,296.84,5,6,16
2024-02-28,Hamidia Hospital,10,2,0,0,2,31,8.47,163.84,18,26,15
2024-02-28,Hamidia Hospital,11,2,0,0,2,14,14.41,108.84,3,23,7
2024-02-28,Hamidia Hospital,12,2,0,0,2,17,20.27,284.89,13,11,7
2024-02-28,Hamidia Hospital,13,2,0,0,2,9,8.27,64.57,3,26,9
2024-02-28,Hamidia Hospital,14,2,0,0,2,15,17.54,257.58,6,24,1
